Orthogroup	Duplications (all)	Duplications (50% support)
OG0005509	17	16
OG0005510	14	14
OG0005511	12	12
OG0005512	17	17
OG0005513	17	13
OG0005514	18	18
OG0005515	15	12
OG0005516	15	15
OG0005517	12	10
OG0005518	11	11
OG0005519	16	15
OG0005520	17	15
OG0005521	16	15
OG0005522	15	15
OG0005523	11	11
OG0005524	11	10
OG0005525	10	10
OG0005526	16	14
OG0005527	14	12
OG0005528	9	7
OG0005529	15	15
OG0005530	16	15
OG0005531	14	12
OG0005532	17	17
OG0005533	17	16
OG0005534	8	8
OG0005535	13	13
OG0005536	17	17
OG0005537	13	10
OG0005538	16	16
OG0005539	16	15
OG0005540	16	16
OG0005541	12	12
OG0005542	10	9
OG0005543	14	13
OG0005544	17	16
OG0005545	16	14
OG0005546	11	11
OG0005547	16	14
OG0005548	11	11
OG0005549	14	13
OG0005550	9	9
OG0005551	15	14
OG0005552	17	17
OG0005553	14	11
OG0005554	17	13
OG0005555	14	14
OG0005556	18	18
OG0005557	16	16
OG0005558	12	10
OG0005559	18	18
OG0005560	13	9
OG0005561	11	10
OG0005562	13	12
OG0005563	17	15
OG0005564	11	11
OG0005565	18	18
OG0005566	16	16
OG0005567	16	16
OG0005568	16	16
OG0005569	14	14
OG0005570	18	18
OG0005571	25	25
OG0005572	14	12
OG0005573	16	16
OG0005574	16	16
OG0005575	14	10
OG0005576	18	17
OG0005577	18	18
OG0005578	15	14
OG0005579	11	10
OG0005580	17	16
OG0005581	19	19
OG0005582	18	18
OG0005583	15	14
OG0005584	18	18
OG0005585	16	15
OG0005586	17	16
OG0005587	19	18
OG0005588	17	17
OG0005589	19	19
OG0005590	15	14
OG0005591	19	19
OG0005592	16	16
OG0005593	18	17
OG0005594	14	13
OG0005595	14	14
OG0005596	16	11
OG0005597	17	17
OG0005598	15	14
OG0005599	17	17
OG0005600	14	14
OG0005601	19	19
OG0005602	9	9
OG0005603	15	14
OG0005604	12	12
OG0005605	20	20
OG0005606	10	5
OG0005607	18	18
OG0005608	19	19
OG0005609	18	17
OG0005610	19	19
OG0005611	8	8
OG0005612	18	18
OG0005613	15	14
OG0005614	17	17
OG0005615	16	16
OG0005616	18	18
OG0005617	16	15
OG0005618	24	24
OG0005619	17	15
OG0005620	11	11
OG0005621	16	16
OG0005622	18	18
OG0005623	18	18
OG0005624	18	18
OG0005625	18	18
OG0005626	19	19
OG0005627	17	17
OG0005628	19	19
OG0005629	15	15
OG0005630	15	15
OG0005631	17	17
OG0005632	17	15
OG0005633	19	19
OG0005634	14	14
OG0005635	16	15
OG0005636	12	10
OG0005637	18	18
OG0005638	16	15
OG0005639	18	18
OG0005640	19	19
OG0005641	17	16
OG0005642	16	14
OG0005643	20	20
OG0005644	18	17
OG0005645	18	18
OG0005646	17	17
OG0005647	20	20
OG0005648	16	15
OG0005649	19	19
OG0005650	17	12
OG0005651	16	16
OG0005652	16	14
OG0005653	17	16
OG0005654	18	15
OG0005655	17	17
OG0005656	18	18
OG0005657	18	18
OG0005658	19	18
OG0005659	17	17
OG0005660	19	19
OG0005661	18	18
OG0005662	18	18
OG0005663	19	19
OG0005664	21	21
OG0005665	19	19
OG0005666	17	17
OG0005667	25	25
OG0005668	13	11
OG0005669	25	25
OG0005670	20	20
OG0005671	19	19
OG0005672	25	25
OG0005673	19	19
OG0005674	18	13
OG0005675	19	19
OG0005676	19	19
OG0005677	25	25
OG0005678	18	17
OG0005679	18	18
OG0005680	25	25
OG0005681	19	19
OG0005682	21	21
OG0005683	16	15
OG0005684	21	21
OG0005685	25	25
OG0005686	18	18
OG0005687	16	16
OG0005688	17	17
OG0005689	25	25
OG0005690	18	18
OG0005691	19	19
OG0005692	17	17
OG0005693	20	20
OG0005694	25	25
OG0005695	24	24
OG0005696	22	22
OG0005697	22	22
OG0005698	21	21
OG0005699	22	22
OG0005700	21	20
OG0005701	22	22
OG0005702	20	19
OG0005703	20	20
OG0005704	20	19
OG0005705	18	17
OG0005706	21	21
OG0005707	16	16
OG0005708	18	17
OG0005709	18	17
OG0005710	18	17
OG0005711	22	22
OG0005712	22	22
OG0005713	21	21
OG0005714	19	19
OG0005715	24	24
OG0005716	25	25
OG0005717	25	25
OG0005718	25	25
OG0005719	25	25
OG0005720	25	25
OG0005721	25	25
OG0005722	15	14
OG0005723	17	17
OG0005724	11	11
OG0005725	15	15
OG0005726	19	19
OG0005727	14	14
OG0005728	16	16
OG0005729	18	18
OG0005730	14	12
OG0005731	16	15
OG0005732	14	14
OG0005733	10	10
OG0005734	24	24
OG0005735	12	12
OG0005736	24	24
OG0005737	15	15
OG0005738	24	24
OG0005739	15	15
OG0005740	15	15
OG0005741	17	17
OG0005742	12	11
OG0005743	18	18
OG0005744	17	17
OG0005745	11	11
OG0005746	16	15
OG0005747	16	16
OG0005748	13	13
OG0005749	17	17
OG0005750	18	18
OG0005751	12	11
OG0005752	12	12
OG0005753	9	9
OG0005754	16	16
OG0005755	9	9
OG0005756	16	16
OG0005757	11	11
OG0005758	16	16
OG0005759	14	14
OG0005760	14	11
OG0005761	16	16
OG0005762	7	6
OG0005763	17	17
OG0005764	14	11
OG0005765	18	18
OG0005766	14	14
OG0005767	11	11
OG0005768	9	9
OG0005769	14	12
OG0005770	14	13
OG0005771	12	12
OG0005772	11	10
OG0005773	14	12
OG0005774	14	13
OG0005775	9	9
OG0005776	15	13
OG0005777	13	13
OG0005778	15	13
OG0005779	16	16
OG0005780	15	14
OG0005781	15	11
OG0005782	11	11
OG0005783	10	8
OG0005784	11	9
OG0005785	10	10
OG0005786	13	13
OG0005787	17	17
OG0005788	16	16
OG0005789	18	18
OG0005790	13	13
OG0005791	16	16
OG0005792	16	16
OG0005793	18	18
OG0005794	15	15
OG0005795	13	13
OG0005796	16	16
OG0005797	18	18
OG0005798	11	11
OG0005799	19	19
OG0005800	16	16
OG0005801	12	10
OG0005802	11	10
OG0005803	17	17
OG0005804	13	13
OG0005805	15	15
OG0005806	14	11
OG0005807	12	12
OG0005808	15	15
OG0005809	12	11
OG0005810	14	12
OG0005811	17	17
OG0005812	15	15
OG0005813	13	13
OG0005814	14	12
OG0005815	17	17
OG0005816	18	18
OG0005817	16	16
OG0005818	14	14
OG0005819	14	13
OG0005820	16	16
OG0005821	14	14
OG0005822	14	12
OG0005823	11	9
OG0005824	14	14
OG0005825	17	16
OG0005826	12	12
OG0005827	12	9
OG0005828	15	15
OG0005829	14	14
OG0005830	16	16
OG0005831	11	11
OG0005832	16	16
OG0005833	17	17
OG0005834	17	17
OG0005835	17	17
OG0005836	16	16
OG0005837	17	17
OG0005838	16	16
OG0005839	17	17
OG0005840	17	17
OG0005841	11	11
OG0005842	13	9
OG0005843	13	13
OG0005844	16	16
OG0005845	15	15
OG0005846	16	16
OG0005847	17	17
OG0005848	14	14
OG0005849	13	13
OG0005850	15	14
OG0005851	14	14
OG0005852	13	9
OG0005853	11	11
OG0005854	15	15
OG0005855	13	12
OG0005856	14	12
OG0005857	14	14
OG0005858	15	15
OG0005859	18	18
OG0005860	12	10
OG0005861	13	12
OG0005862	16	16
OG0005863	16	16
OG0005864	15	15
OG0005865	15	14
OG0005866	9	7
OG0005867	16	16
OG0005868	14	14
OG0005869	17	17
OG0005870	13	13
OG0005871	17	17
OG0005872	16	16
OG0005873	15	15
OG0005874	17	17
OG0005875	16	7
OG0005876	15	15
OG0005877	14	14
OG0005878	13	13
OG0005879	15	12
OG0005880	14	14
OG0005881	14	14
OG0005882	14	13
OG0005883	17	17
OG0005884	17	17
OG0005885	12	12
OG0005886	18	18
OG0005887	16	15
OG0005888	8	8
OG0005889	12	10
OG0005890	16	16
OG0005891	11	11
OG0005892	14	14
OG0005893	15	13
OG0005894	17	17
OG0005895	15	15
OG0005896	15	15
OG0005897	11	9
OG0005898	16	16
OG0005899	15	15
OG0005900	12	10
OG0005901	16	15
OG0005902	16	15
OG0005903	17	16
OG0005904	14	12
OG0005905	17	17
OG0005906	16	16
OG0005907	18	18
OG0005908	16	16
OG0005909	12	12
OG0005910	16	16
OG0005911	15	13
OG0005912	16	16
OG0005913	17	17
OG0005914	17	17
OG0005915	16	12
OG0005916	16	13
OG0005917	16	16
OG0005918	19	19
OG0005919	18	18
OG0005920	15	13
OG0005921	17	17
OG0005922	15	15
OG0005923	17	16
OG0005924	17	16
OG0005925	16	16
OG0005926	14	14
OG0005927	16	15
OG0005928	15	15
OG0005929	17	17
OG0005930	18	18
OG0005931	15	9
OG0005932	11	11
OG0005933	18	18
OG0005934	16	16
OG0005935	18	18
OG0005936	10	10
OG0005937	15	8
OG0005938	17	17
OG0005939	18	18
OG0005940	11	11
OG0005941	14	14
OG0005942	17	17
OG0005943	13	13
OG0005944	17	17
OG0005945	16	16
OG0005946	18	16
OG0005947	18	18
OG0005948	14	14
OG0005949	14	14
OG0005950	17	17
OG0005951	17	17
OG0005952	16	16
OG0005953	17	17
OG0005954	18	18
OG0005955	16	16
OG0005956	14	14
OG0005957	17	17
OG0005958	16	15
OG0005959	16	14
OG0005960	18	18
OG0005961	14	14
OG0005962	16	16
OG0005963	13	13
OG0005964	14	13
OG0005965	18	18
OG0005966	18	18
OG0005967	17	17
OG0005968	17	15
OG0005969	16	16
OG0005970	16	16
OG0005971	18	18
OG0005972	18	18
OG0005973	15	14
OG0005974	14	12
OG0005975	12	12
OG0005976	17	17
OG0005977	17	17
OG0005978	17	17
OG0005979	18	18
OG0005980	17	17
OG0005981	15	14
OG0005982	16	16
OG0005983	24	24
OG0005984	24	24
OG0005985	18	18
OG0005986	18	18
OG0005987	19	19
OG0005988	18	18
OG0005989	24	24
OG0005990	18	18
OG0005991	17	12
OG0005992	17	17
OG0005993	24	24
OG0005994	19	19
OG0005995	19	19
OG0005996	18	14
OG0005997	24	24
OG0005998	18	18
OG0005999	24	24
OG0006000	17	16
OG0006001	13	12
OG0006002	20	20
OG0006003	19	19
OG0006004	20	20
OG0006005	23	23
OG0006006	19	19
OG0006007	18	16
OG0006008	18	18
OG0006009	20	20
OG0006010	20	20
OG0006011	22	22
OG0006012	20	17
OG0006013	21	21
OG0006014	20	20
OG0006015	23	23
OG0006016	14	14
OG0006017	18	18
OG0006018	21	21
OG0006019	24	24
OG0006020	24	24
OG0006021	24	24
OG0006022	24	24
OG0006023	24	24
OG0006024	24	24
OG0006025	24	24
OG0006026	16	16
OG0006027	23	23
OG0006028	16	16
OG0006029	22	22
OG0006030	23	23
OG0006031	16	16
OG0006032	15	15
OG0006033	11	10
OG0006034	23	23
OG0006035	23	23
OG0006036	16	16
OG0006037	6	6
OG0006038	14	14
OG0006039	16	16
OG0006040	16	16
OG0006041	11	11
OG0006042	22	22
OG0006043	13	12
OG0006044	10	10
OG0006045	13	13
OG0006046	15	14
OG0006047	11	8
OG0006048	10	9
OG0006049	14	13
OG0006050	14	13
OG0006051	12	12
OG0006052	13	13
OG0006053	14	14
OG0006054	7	6
OG0006055	13	13
OG0006056	10	9
OG0006057	13	11
OG0006058	15	15
OG0006059	15	15
OG0006060	16	16
OG0006061	16	16
OG0006062	14	13
OG0006063	15	14
OG0006064	16	15
OG0006065	9	9
OG0006066	16	16
OG0006067	15	13
OG0006068	23	23
OG0006069	14	13
OG0006070	15	15
OG0006071	13	13
OG0006072	15	15
OG0006073	13	13
OG0006074	10	10
OG0006075	10	9
OG0006076	14	14
OG0006077	15	15
OG0006078	14	14
OG0006079	14	14
OG0006080	18	18
OG0006081	14	13
OG0006082	14	14
OG0006083	12	12
OG0006084	11	10
OG0006085	17	17
OG0006086	15	15
OG0006087	12	12
OG0006088	16	16
OG0006089	13	13
OG0006090	9	8
OG0006091	15	15
OG0006092	15	15
OG0006093	14	11
OG0006094	12	12
OG0006095	13	13
OG0006096	16	16
OG0006097	16	16
OG0006098	12	12
OG0006099	13	11
OG0006100	14	9
OG0006101	14	14
OG0006102	15	15
OG0006103	16	16
OG0006104	7	7
OG0006105	11	11
OG0006106	13	9
OG0006107	14	12
OG0006108	16	15
OG0006109	13	11
OG0006110	16	16
OG0006111	13	13
OG0006112	23	23
OG0006113	14	14
OG0006114	16	16
OG0006115	11	9
OG0006116	11	6
OG0006117	15	15
OG0006118	12	11
OG0006119	11	10
OG0006120	14	14
OG0006121	11	11
OG0006122	16	16
OG0006123	13	13
OG0006124	16	16
OG0006125	15	15
OG0006126	16	16
OG0006127	16	16
OG0006128	15	15
OG0006129	10	9
OG0006130	13	11
OG0006131	12	11
OG0006132	15	15
OG0006133	14	12
OG0006134	8	8
OG0006135	14	14
OG0006136	14	12
OG0006137	14	12
OG0006138	17	17
OG0006139	13	13
OG0006140	16	16
OG0006141	15	12
OG0006142	12	12
OG0006143	14	12
OG0006144	15	15
OG0006145	15	15
OG0006146	13	13
OG0006147	14	14
OG0006148	14	14
OG0006149	15	15
OG0006150	16	13
OG0006151	12	12
OG0006152	9	8
OG0006153	14	14
OG0006154	12	12
OG0006155	16	16
OG0006156	17	17
OG0006157	15	15
OG0006158	15	12
OG0006159	15	13
OG0006160	14	13
OG0006161	15	15
OG0006162	15	14
OG0006163	16	16
OG0006164	13	13
OG0006165	14	11
OG0006166	16	16
OG0006167	14	14
OG0006168	14	14
OG0006169	14	13
OG0006170	13	13
OG0006171	15	14
OG0006172	11	7
OG0006173	14	14
OG0006174	11	10
OG0006175	14	13
OG0006176	15	15
OG0006177	9	8
OG0006178	7	7
OG0006179	11	8
OG0006180	12	11
OG0006181	8	7
OG0006182	14	14
OG0006183	13	13
OG0006184	16	16
OG0006185	9	9
OG0006186	15	15
OG0006187	16	16
OG0006188	14	14
OG0006189	14	14
OG0006190	16	16
OG0006191	16	13
OG0006192	11	6
OG0006193	16	16
OG0006194	9	9
OG0006195	9	9
OG0006196	15	15
OG0006197	15	15
OG0006198	13	12
OG0006199	16	16
OG0006200	15	15
OG0006201	14	13
OG0006202	15	15
OG0006203	11	11
OG0006204	14	14
OG0006205	10	10
OG0006206	12	8
OG0006207	12	12
OG0006208	7	6
OG0006209	17	17
OG0006210	20	20
OG0006211	15	12
OG0006212	14	14
OG0006213	13	7
OG0006214	14	14
OG0006215	15	15
OG0006216	7	6
OG0006217	11	11
OG0006218	15	15
OG0006219	14	14
OG0006220	17	17
OG0006221	14	14
OG0006222	14	14
OG0006223	16	16
OG0006224	17	16
OG0006225	17	17
OG0006226	17	17
OG0006227	12	12
OG0006228	16	16
OG0006229	15	15
OG0006230	13	13
OG0006231	13	12
OG0006232	16	16
OG0006233	16	16
OG0006234	15	15
OG0006235	15	14
OG0006236	15	15
OG0006237	18	18
OG0006238	16	16
OG0006239	12	12
OG0006240	17	17
OG0006241	15	14
OG0006242	15	15
OG0006243	16	15
OG0006244	15	14
OG0006245	17	17
OG0006246	17	17
OG0006247	15	14
OG0006248	15	11
OG0006249	17	17
OG0006250	15	14
OG0006251	14	14
OG0006252	8	8
OG0006253	16	16
OG0006254	17	17
OG0006255	16	16
OG0006256	12	11
OG0006257	16	16
OG0006258	16	16
OG0006259	12	10
OG0006260	17	17
OG0006261	17	17
OG0006262	15	14
OG0006263	12	11
OG0006264	15	15
OG0006265	8	8
OG0006266	16	16
OG0006267	16	16
OG0006268	16	16
OG0006269	18	18
OG0006270	15	15
OG0006271	16	16
OG0006272	15	15
OG0006273	17	17
OG0006274	17	17
OG0006275	14	14
OG0006276	16	16
OG0006277	15	15
OG0006278	18	18
OG0006279	15	14
OG0006280	16	16
OG0006281	13	13
OG0006282	14	12
OG0006283	17	17
OG0006284	15	15
OG0006285	16	16
OG0006286	17	17
OG0006287	17	17
OG0006288	17	17
OG0006289	17	17
OG0006290	16	16
OG0006291	18	18
OG0006292	15	14
OG0006293	16	15
OG0006294	16	16
OG0006295	17	17
OG0006296	16	16
OG0006297	14	13
OG0006298	17	17
OG0006299	16	16
OG0006300	14	13
OG0006301	21	21
OG0006302	17	17
OG0006303	16	16
OG0006304	13	12
OG0006305	17	17
OG0006306	16	16
OG0006307	16	16
OG0006308	15	15
OG0006309	16	16
OG0006310	16	14
OG0006311	23	23
OG0006312	23	23
OG0006313	23	23
OG0006314	23	23
OG0006315	17	17
OG0006316	18	18
OG0006317	18	18
OG0006318	23	23
OG0006319	13	13
OG0006320	18	18
OG0006321	17	17
OG0006322	19	19
OG0006323	17	17
OG0006324	23	23
OG0006325	16	16
OG0006326	20	20
OG0006327	18	18
OG0006328	17	16
OG0006329	16	16
OG0006330	16	16
OG0006331	20	20
OG0006332	20	20
OG0006333	18	18
OG0006334	20	20
OG0006335	19	19
OG0006336	18	18
OG0006337	19	19
OG0006338	18	18
OG0006339	18	18
OG0006340	21	21
OG0006341	20	20
OG0006342	17	17
OG0006343	18	18
OG0006344	21	21
OG0006345	19	19
OG0006346	20	20
OG0006347	19	19
OG0006348	21	21
OG0006349	18	14
OG0006350	18	18
OG0006351	18	18
OG0006352	20	20
OG0006353	15	14
OG0006354	19	19
OG0006355	20	20
OG0006356	18	18
OG0006357	18	18
OG0006358	12	12
OG0006359	23	23
OG0006360	23	23
OG0006361	23	23
OG0006362	23	23
OG0006363	23	23
OG0006364	23	23
OG0006365	15	15
OG0006366	8	7
OG0006367	16	16
OG0006368	18	18
OG0006369	15	15
OG0006370	22	22
OG0006371	15	15
OG0006372	8	7
OG0006373	13	13
OG0006374	15	15
OG0006375	14	11
OG0006376	16	16
OG0006377	11	10
OG0006378	12	12
OG0006379	15	14
OG0006380	13	13
OG0006381	11	11
OG0006382	16	15
OG0006383	8	7
OG0006384	13	13
OG0006385	16	16
OG0006386	13	13
OG0006387	9	9
OG0006388	14	14
OG0006389	10	7
OG0006390	13	13
OG0006391	21	21
OG0006392	12	9
OG0006393	13	13
OG0006394	14	14
OG0006395	10	9
OG0006396	12	12
OG0006397	7	7
OG0006398	12	11
OG0006399	13	11
OG0006400	8	8
OG0006401	15	15
OG0006402	14	13
OG0006403	15	15
OG0006404	13	13
OG0006405	9	9
OG0006406	15	15
OG0006407	13	13
OG0006408	13	12
OG0006409	13	13
OG0006410	13	12
OG0006411	12	11
OG0006412	11	10
OG0006413	13	12
OG0006414	15	15
OG0006415	13	13
OG0006416	15	14
OG0006417	9	9
OG0006418	9	7
OG0006419	13	12
OG0006420	12	12
OG0006421	9	9
OG0006422	11	11
OG0006423	14	14
OG0006424	9	9
OG0006425	14	14
OG0006426	14	14
OG0006427	13	11
OG0006428	11	9
OG0006429	12	12
OG0006430	13	12
OG0006431	13	13
OG0006432	13	13
OG0006433	14	14
OG0006434	15	15
OG0006435	15	15
OG0006436	14	14
OG0006437	17	17
OG0006438	14	14
OG0006439	9	9
OG0006440	13	12
OG0006441	15	15
OG0006442	10	8
OG0006443	15	15
OG0006444	14	14
OG0006445	15	14
OG0006446	12	11
OG0006447	14	14
OG0006448	15	15
OG0006449	15	15
OG0006450	12	12
OG0006451	10	7
OG0006452	15	15
OG0006453	10	9
OG0006454	12	11
OG0006455	13	9
OG0006456	13	12
OG0006457	13	13
OG0006458	8	8
OG0006459	9	8
OG0006460	15	15
OG0006461	10	9
OG0006462	15	15
OG0006463	15	15
OG0006464	7	6
OG0006465	7	7
OG0006466	15	15
OG0006467	19	19
OG0006468	9	8
OG0006469	13	12
OG0006470	13	13
OG0006471	14	13
OG0006472	10	9
OG0006473	6	5
OG0006474	13	13
OG0006475	13	10
OG0006476	10	9
OG0006477	15	14
OG0006478	12	12
OG0006479	12	12
OG0006480	16	16
OG0006481	12	12
OG0006482	15	15
OG0006483	12	12
OG0006484	12	11
OG0006485	16	16
OG0006486	14	14
OG0006487	13	12
OG0006488	14	14
OG0006489	14	14
OG0006490	9	9
OG0006491	11	11
OG0006492	14	14
OG0006493	12	12
OG0006494	11	10
OG0006495	13	12
OG0006496	9	6
OG0006497	12	7
OG0006498	15	15
OG0006499	14	14
OG0006500	13	11
OG0006501	11	10
OG0006502	13	13
OG0006503	15	14
OG0006504	14	13
OG0006505	15	15
OG0006506	13	13
OG0006507	13	12
OG0006508	9	8
OG0006509	10	10
OG0006510	9	8
OG0006511	15	15
OG0006512	10	10
OG0006513	7	6
OG0006514	10	9
OG0006515	13	13
OG0006516	13	13
OG0006517	15	15
OG0006518	14	14
OG0006519	14	13
OG0006520	15	15
OG0006521	11	9
OG0006522	9	9
OG0006523	14	13
OG0006524	14	14
OG0006525	11	8
OG0006526	14	14
OG0006527	13	13
OG0006528	12	11
OG0006529	15	15
OG0006530	10	10
OG0006531	13	13
OG0006532	13	12
OG0006533	14	14
OG0006534	13	12
OG0006535	13	13
OG0006536	12	12
OG0006537	8	8
OG0006538	11	10
OG0006539	13	11
OG0006540	12	6
OG0006541	13	12
OG0006542	9	8
OG0006543	13	13
OG0006544	12	12
OG0006545	16	16
OG0006546	13	13
OG0006547	8	8
OG0006548	13	9
OG0006549	14	14
OG0006550	14	14
OG0006551	14	14
OG0006552	14	13
OG0006553	9	8
OG0006554	11	11
OG0006555	11	11
OG0006556	15	14
OG0006557	14	14
OG0006558	13	13
OG0006559	13	12
OG0006560	13	13
OG0006561	15	15
OG0006562	13	13
OG0006563	12	12
OG0006564	13	13
OG0006565	15	14
OG0006566	12	11
OG0006567	13	10
OG0006568	14	14
OG0006569	14	14
OG0006570	14	13
OG0006571	13	13
OG0006572	16	16
OG0006573	11	8
OG0006574	17	16
OG0006575	10	10
OG0006576	16	16
OG0006577	13	12
OG0006578	18	18
OG0006579	14	13
OG0006580	15	14
OG0006581	15	15
OG0006582	16	16
OG0006583	16	16
OG0006584	16	16
OG0006585	12	12
OG0006586	16	16
OG0006587	16	15
OG0006588	16	16
OG0006589	15	15
OG0006590	15	15
OG0006591	16	16
OG0006592	14	14
OG0006593	14	14
OG0006594	13	13
OG0006595	16	16
OG0006596	15	15
OG0006597	14	13
OG0006598	13	13
OG0006599	14	13
OG0006600	14	14
OG0006601	16	16
OG0006602	16	16
OG0006603	15	14
OG0006604	13	13
OG0006605	16	16
OG0006606	16	16
OG0006607	13	8
OG0006608	15	14
OG0006609	12	11
OG0006610	15	15
OG0006611	16	15
OG0006612	17	17
OG0006613	15	14
OG0006614	12	11
OG0006615	18	18
OG0006616	16	16
OG0006617	13	12
OG0006618	15	15
OG0006619	15	11
OG0006620	16	16
OG0006621	11	10
OG0006622	13	12
OG0006623	12	10
OG0006624	14	14
OG0006625	12	12
OG0006626	12	12
OG0006627	11	6
OG0006628	14	13
OG0006629	14	13
OG0006630	16	16
OG0006631	17	17
OG0006632	14	13
OG0006633	9	9
OG0006634	16	16
OG0006635	10	10
OG0006636	14	14
OG0006637	16	14
OG0006638	15	15
OG0006639	16	16
OG0006640	11	11
OG0006641	14	14
OG0006642	18	18
OG0006643	16	16
OG0006644	16	16
OG0006645	14	14
OG0006646	15	11
OG0006647	16	16
OG0006648	12	12
OG0006649	16	16
OG0006650	11	10
OG0006651	14	14
OG0006652	15	15
OG0006653	11	10
OG0006654	13	13
OG0006655	14	14
OG0006656	12	11
OG0006657	13	13
OG0006658	13	12
OG0006659	13	11
OG0006660	15	15
OG0006661	15	15
OG0006662	15	14
OG0006663	16	16
OG0006664	16	16
OG0006665	12	12
OG0006666	15	12
OG0006667	14	13
OG0006668	14	14
OG0006669	13	12
OG0006670	16	16
OG0006671	16	16
OG0006672	14	14
OG0006673	11	11
OG0006674	16	16
OG0006675	16	16
OG0006676	13	11
OG0006677	17	17
OG0006678	16	16
OG0006679	17	17
OG0006680	22	22
OG0006681	22	22
OG0006682	15	15
OG0006683	22	22
OG0006684	15	14
OG0006685	18	18
OG0006686	15	15
OG0006687	16	16
OG0006688	22	22
OG0006689	13	12
OG0006690	17	17
OG0006691	14	14
OG0006692	16	15
OG0006693	19	19
OG0006694	22	22
OG0006695	15	12
OG0006696	16	16
OG0006697	16	15
OG0006698	18	18
OG0006699	22	22
OG0006700	14	14
OG0006701	12	11
OG0006702	16	16
OG0006703	16	15
OG0006704	14	13
OG0006705	15	15
OG0006706	19	19
OG0006707	16	16
OG0006708	15	15
OG0006709	17	17
OG0006710	20	20
OG0006711	21	21
OG0006712	14	14
OG0006713	19	19
OG0006714	18	18
OG0006715	17	17
OG0006716	18	18
OG0006717	16	13
OG0006718	17	17
OG0006719	13	13
OG0006720	15	15
OG0006721	18	18
OG0006722	17	17
OG0006723	19	19
OG0006724	19	19
OG0006725	20	20
OG0006726	22	22
OG0006727	9	9
OG0006728	12	10
OG0006729	20	20
OG0006730	10	10
OG0006731	16	16
OG0006732	10	10
OG0006733	8	7
OG0006734	20	20
OG0006735	21	21
OG0006736	15	15
OG0006737	15	15
OG0006738	19	18
OG0006739	13	12
OG0006740	14	14
OG0006741	14	14
OG0006742	14	14
OG0006743	12	12
OG0006744	21	21
OG0006745	13	13
OG0006746	14	14
OG0006747	14	13
OG0006748	7	7
OG0006749	14	14
OG0006750	21	21
OG0006751	11	10
OG0006752	13	12
OG0006753	11	11
OG0006754	21	21
OG0006755	14	14
OG0006756	11	9
OG0006757	12	12
OG0006758	10	10
OG0006759	11	11
OG0006760	12	12
OG0006761	8	8
OG0006762	10	9
OG0006763	6	6
OG0006764	13	13
OG0006765	14	14
OG0006766	13	13
OG0006767	7	6
OG0006768	11	10
OG0006769	12	11
OG0006770	14	14
OG0006771	13	12
OG0006772	9	9
OG0006773	10	9
